custom/total_reward,custom/avg_speed,custom/avg_center_dev,custom/total_distance,custom/routes_completed,custom/mean_reward
-13.663725827778094,17.94605408958552,0.5255064030979003,34.201905788620934,1.9743589743589745,-0.13138197911325092
